HeatNo|QualNo|CustID|CustVer|InternalVer|Cr_Final|Ni_Final|Mo_Final|V_Final|W_Final|TotalIngotsWeight|Last_EOP|Cr_Last_EOP|Ni_Last_EOP|Mo_Last_EOP|V_Last_EOP|W_Last_EOP
73626|834|79|2|1|11.61|0.14|0.74|0.95|0.02|50700.0|2.0|10.99|0.13|0.07|0.03|0.01
73627|834|79|2|1|11.81|0.11|0.74|0.93|0.02|47380.0|2.0|13.99|0.12|0.05|0.04|0.01
73636|834|99|2|1|11.5|0.21|0.76|0.76|0.11|46800.0|2.0|10.39|0.2|0.45|0.32|0.1
73637|834|99|2|6|11.39|0.23|0.75|0.94|0.19|47380.0|2.0|10.4|0.22|0.51|0.31|0.18
73642|834|57|2|2|11.35|0.22|0.74|0.84|0.14|43410.0|2.0|10.94|0.21|0.4|0.28|0.12
73647|834|99|2|1|11.2|0.19|0.71|0.73|0.13|46800.0|2.0|9.98|0.18|0.45|0.29|0.12
73648|834|57|2|1|11.1|0.19|0.71|0.74|0.13|47380.0|2.0|10.26|0.18|0.47|0.33|0.11
73657|834|57|2|1|11.35|0.2|0.72|0.77|0.08|48100.0|2.0|9.98|0.19|0.4|0.26|0.06
73658|834|99|2|1|11.2|0.19|0.73|0.77|0.1|45320.0|2.0|10.44|0.18|0.45|0.31|0.08
73670|834|57|2|2|11.13|0.2|0.72|0.73|0.1|44530.0|2.0|11.84|0.2|0.43|0.34|0.09
73681|834|57|2|3|11.31|0.22|0.75|0.94|0.1|48410.0|2.0|11.08|0.22|0.34|0.24|0.08
73684|834|57|2|2|11.5|0.17|0.73|0.75|0.06|45210.0|2.0|10.89|0.16|0.35|0.26|0.04
73703|834|91|2|2|11.7|0.16|0.75|0.95|0.08|49430.0|2.0|11.55|0.14|0.35|0.26|0.07
73713|834|93|2|2|11.26|0.23|0.71|0.63|0.08|43800.0|2.0|10.79|0.22|0.38|0.31|0.07
73719|834|57|2|2|11.35|0.15|0.72|0.75|0.08|51020.0|2.0|9.94|0.14|0.37|0.26|0.07
73769|834|79|2|1|11.57|0.16|0.73|0.93|0.01|47360.0|3.0|10.95|0.14|0.64|0.03|0.01
73779|834|79|2|1|11.7|0.14|0.74|0.93|0.01|47360.0|2.0|12.53|0.13|0.61|0.05|0.01
73780|834|79|2|1|11.75|0.11|0.74|0.95|0.01|46920.0|2.0|12.26|0.1|0.61|0.04|0.01
73788|834|99|2|1|11.37|0.22|0.74|0.77|0.09|46800.0|2.0|10.57|0.23|0.51|0.34|0.07
73789|834|99|2|1|11.39|0.19|0.72|0.76|0.12|46920.0|2.0|10.99|0.19|0.55|0.41|0.11
73805|834|57|2|5|11.5|0.18|0.72|0.92|0.1|51700.0|2.0|10.05|0.17|0.56|0.33|0.08
73811|834|79|2|1|11.74|0.12|0.75|0.96|0.01|49400.0|2.0|14.23|0.11|0.59|0.04|0.01
73812|834|65|3|1|11.3|0.18|0.72|0.74|0.08|47380.0|2.0|10.73|0.16|0.56|0.39|0.06
73819|834|99|2|1|11.5|0.23|0.74|0.76|0.11|49440.0|2.0|10.17|0.22|0.52|0.36|0.08
73820|834|99|2|1|11.39|0.21|0.73|0.76|0.12|48410.0|2.0|11.37|0.14|0.58|0.03|0.01
73845|834|57|2|2|11.39|0.2|0.73|0.81|0.13|42240.0|2.0|10.67|0.19|0.69|0.5|0.09
73853|834|76|2|1|11.75|0.09|0.91|0.31|0.02|48410.0|2.0|12.14|0.08|0.69|0.05|0.01
73854|834|79|2|1|11.7|0.11|0.74|0.95|0.02|48410.0|2.0|11.91|0.1|0.61|0.04|0.01
73863|834|79|2|1|11.84|0.11|0.76|0.97|0.01|46350.0|2.0|11.66|0.11|0.59|0.04|0.01
73871|834|79|2|1|11.61|0.16|0.71|0.91|0.13|49400.0|2.0|10.86|0.16|0.43|0.3|0.11
73872|834|79|2|1|11.71|0.24|0.73|0.93|0.11|49440.0|2.0|10.62|0.25|0.45|0.3|0.09
73875|834|79|2|1|11.58|0.16|0.73|0.94|0.09|48410.0|2.0|11.19|0.16|0.43|0.3|0.07
73876|834|57|2|2|11.3|0.2|0.71|0.73|0.12|46960.0|2.0|10.35|0.2|0.72|0.52|0.09
73884|834|93|2|2|11.42|0.19|0.73|0.66|0.1|47960.0|2.0|11.36|0.16|0.44|0.31|0.08
73885|834|99|2|1|11.41|0.2|0.72|0.76|0.08|48410.0|2.0|10.15|0.17|0.37|0.26|0.05
73886|834|79|2|1|11.63|0.16|0.73|0.93|0.07|50700.0|2.0|11.17|0.15|0.39|0.32|0.05
73888|834|99|2|2|11.23|0.16|0.73|0.73|0.09|42960.0|2.0|10.81|0.15|0.47|0.37|0.05
73893|834|79|2|1|11.53|0.2|0.78|0.93|0.02|52000.0|3.0|12.28|0.2|0.55|0.04|0.01
73894|834|79|2|1|11.53|0.17|0.73|0.91|0.02|46350.0|3.0|11.37|0.16|0.66|0.04|0.01
73912|834|99|2|6|11.21|0.19|0.74|0.93|0.06|50700.0|3.0|9.99|0.2|0.58|0.26|0.04
73913|834|99|2|1|11.31|0.15|0.73|0.72|0.07|49440.0|2.0|11.28|0.15|0.66|0.26|0.06
73923|834|79|2|1|11.56|0.12|0.74|0.92|0.02|51000.0|2.0|10.01|0.12|0.08|0.03|0.01
73924|834|79|2|1|11.61|0.13|0.72|0.94|0.02|46800.0|3.0|11.65|0.13|0.08|0.03|0.01
73938|834|79|2|2|11.73|0.11|0.75|0.95|0.03|47610.0|2.0|11.36|0.1|0.58|0.04|0.01
73945|834|93|2|2|11.34|0.17|0.74|0.68|0.02|47640.0|3.0|13.04|0.15|0.54|0.03|0.01
73946|834|79|2|1|11.71|0.11|0.74|0.96|0.01|48100.0|3.0|12.53|0.1|0.54|0.03|0.01
73947|834|99|2|1|11.22|0.16|0.74|0.76|0.03|45320.0|2.0|10.4|0.14|0.49|0.36|0.02
73965|834|93|2|2|11.27|0.23|0.75|0.66|0.05|43800.0|2.0|10.0|0.22|0.57|0.34|0.03
73966|834|99|2|1|11.3|0.2|0.72|0.75|0.04|48100.0|2.0|10.39|0.18|0.61|0.39|0.02
73967|834|99|2|1|11.36|0.19|0.75|0.76|0.09|47380.0|2.0|10.37|0.17|0.68|0.37|0.07
73989|834|57|2|5|11.29|0.21|0.73|0.92|0.07|40940.0|2.0|10.42|0.2|0.68|0.28|0.06
73994|834|79|2|1|11.53|0.14|0.74|0.94|0.05|49440.0|2.0|11.03|0.14|0.44|0.27|0.04
73996|834|57|2|2|11.26|0.16|0.73|0.73|0.08|46200.0|2.0|10.42|0.16|0.69|0.31|0.06
74003|834|79|2|1|11.56|0.11|0.72|0.9|0.01|48410.0|2.0|13.99|0.11|0.59|0.06|0.01
74005|834|79|2|1|11.77|0.1|0.76|0.95|0.06|48410.0|3.0|11.63|0.09|0.61|0.07|0.04
74023|834|93|2|2|11.23|0.24|0.73|0.64|0.07|45040.0|2.0|10.19|0.25|0.68|0.32|0.05
74044|834|57|2|2|11.39|0.2|0.81|0.78|0.06|48250.0|2.0|11.16|0.19|0.42|0.24|0.02
74074|834|57|2|2|11.34|0.2|0.78|0.8|0.12|43060.0|2.0|9.82|0.19|0.59|0.39|0.1
74075|834|99|2|2|11.35|0.2|0.74|0.77|0.13|46350.0|2.0|10.49|0.19|0.69|0.49|0.11
74079|834|93|2|2|11.34|0.17|0.74|0.66|0.09|48420.0|3.0|10.86|0.17|0.65|0.29|0.08
74083|834|79|2|1|11.56|0.14|0.74|0.94|0.02|46350.0|2.0|11.3|0.13|0.58|0.04|0.01
74089|834|99|2|1|11.32|0.17|0.73|0.74|0.11|48410.0|2.0|10.85|0.16|0.67|0.32|0.09
74090|834|99|2|1|11.33|0.2|0.84|0.76|0.07|44290.0|2.0|10.61|0.2|0.52|0.33|0.05
74094|834|79|2|3|11.68|0.14|0.74|0.94|0.02|45240.0|3.0|12.4|0.11|0.93|0.05|0.01
74101|834|99|2|1|11.25|0.18|0.78|0.73|0.06|46800.0|2.0|10.9|0.16|0.53|0.37|0.04
74119|834|57|2|2|11.44|0.19|0.75|0.76|0.04|43800.0|2.0|10.44|0.18|0.46|0.35|0.02
74121|834|99|2|1|11.24|0.19|0.73|0.76|0.08|49400.0|2.0|10.23|0.17|0.44|0.27|0.06
74132|834|93|2|3|12.22|0.18|0.94|0.65|0.05|49400.0|2.0|10.87|0.17|0.28|0.19|0.03
74134|834|93|2|2|11.46|0.18|0.73|0.64|0.04|48420.0|2.0|10.86|0.17|0.37|0.25|0.02
74138|834|99|2|2|11.33|0.2|0.73|0.75|0.05|48200.0|2.0|10.16|0.19|0.56|0.26|0.03
74141|834|79|2|1|11.74|0.27|0.72|0.92|0.02|46920.0|3.0|10.75|0.27|0.5|0.04|0.01
74144|834|99|2|7|11.29|0.14|0.73|0.91|0.04|50320.0|2.0|10.36|0.13|0.33|0.23|0.03
74171|834|93|2|2|11.31|0.18|0.75|0.66|0.18|44910.0|3.0|11.76|0.17|0.71|0.33|0.14
74176|834|99|2|3|11.34|0.21|0.76|0.93|0.06|43800.0|2.0|10.21|0.19|0.68|0.25|0.03
74179|834|93|2|4|12.2|0.22|0.97|0.92|0.1|49440.0|2.0|9.52|0.22|0.77|0.24|0.09
74189|834|99|2|8|11.76|0.1|0.74|0.9|0.02|44240.0|2.0|11.52|0.09|0.75|0.04|0.01
74209|834|99|2|1|11.29|0.2|0.71|0.74|0.13|46800.0|3.0|11.31|0.2|0.74|0.24|0.12
74211|834|92|1|2|11.9|0.18|0.84|0.84|0.08|50120.0|3.0|11.78|0.17|0.78|0.28|0.06
74212|834|99|2|1|11.44|0.15|0.73|0.76|0.01|43260.0|3.0|10.18|0.14|0.6|0.03|0.01
74218|834|99|2|1|11.41|0.19|0.74|0.76|0.05|49400.0|2.0|10.7|0.19|0.38|0.26|0.05
74221|834|99|2|2|11.43|0.19|0.75|0.76|0.07|48410.0|2.0|10.79|0.18|0.67|0.37|0.05
74232|834|99|2|3|11.32|0.2|0.76|0.97|0.1|45820.0|2.0|11.09|0.2|0.53|0.33|0.09
74241|834|79|2|3|11.65|0.1|0.72|0.93|0.01|45480.0|2.0|13.51|0.1|0.8|0.06|0.01
74251|834|79|2|3|11.72|0.11|0.75|0.96|0.01|49490.0|2.0|11.76|0.09|0.67|0.05|0.01
74265|834|99|2|2|11.2|0.15|0.72|0.74|0.04|46740.0|2.0|10.62|0.14|0.39|0.28|0.03
74273|834|95|2|1|11.12|0.23|0.77|0.74|0.09|50700.0|2.0|10.52|0.22|0.54|0.29|0.07
74276|834|99|2|1|11.31|0.18|0.76|0.74|0.09|49440.0|2.0|10.72|0.17|0.43|0.31|0.08
74283|834|79|2|1|11.65|0.13|0.72|0.9|0.01|50700.0|2.0|10.9|0.12|0.51|0.03|0.01
74286|834|79|2|3|11.57|0.11|0.74|0.94|0.01|48900.0|3.0|10.2|0.1|0.68|0.03|0.01
74293|834|99|2|1|11.23|0.18|0.72|0.75|0.08|47380.0|2.0|11.53|0.19|0.68|0.37|0.08
74294|834|93|2|2|11.22|0.19|0.74|0.65|0.08|47580.0|2.0|10.72|0.19|0.45|0.28|0.07
74304|834|79|2|1|11.78|0.14|0.75|0.94|0.01|42900.0|3.0|12.87|0.15|0.12|0.03|0.01
74306|834|79|2|3|11.59|0.11|0.72|0.96|0.02|47380.0|3.0|13.11|0.12|0.07|0.04|0.01
74326|834|79|2|1|11.69|0.18|0.74|0.95|0.02|45320.0|3.0|13.15|0.17|0.59|0.04|0.01
74343|834|79|2|1|11.79|0.16|0.75|0.95|0.01|47380.0|2.0|10.64|0.15|0.5|0.03|0.01
74357|834|79|2|3|11.81|0.14|0.74|0.93|0.02|43740.0|3.0|10.9|0.13|0.76|0.03|0.01
74371|834|99|2|9|11.35|0.3|0.74|0.93|0.13|47380.0|2.0|10.4|0.3|0.64|0.21|0.11
74374|834|57|2|2|11.46|0.09|0.76|0.75|0.01|48420.0|2.0|12.61|0.09|0.45|0.04|0.01
74375|834|79|2|1|12.0|0.15|0.75|0.96|0.01|45500.0|2.0|11.18|0.14|0.61|0.04|0.01
74376|834|79|2|1|11.78|0.16|0.78|0.95|0.01|48410.0|2.0|13.26|0.15|0.91|0.04|0.01
74384|834|93|2|2|11.66|0.22|0.8|0.69|0.05|48960.0|2.0|10.31|0.22|0.58|0.37|0.03
74390|834|57|2|2|11.3|0.22|0.74|0.74|0.1|44100.0|2.0|11.6|0.24|0.59|0.35|0.09
74392|834|79|2|1|11.67|0.19|0.75|0.92|0.01|45360.0|2.0|11.68|0.2|0.59|0.04|0.01
74413|834|93|2|2|11.31|0.16|0.74|0.66|0.18|48960.0|3.0|10.36|0.16|0.62|0.41|0.16
74420|834|79|2|1|11.84|0.1|0.72|0.93|0.01|46920.0|2.0|10.48|0.09|0.56|0.03|0.01
74429|834|79|2|3|11.8|0.13|0.73|0.94|0.01|43620.0|2.0|11.6|0.12|0.68|0.05|0.01
74431|834|93|2|1|11.33|0.27|0.75|0.66|0.1|48410.0|2.0|10.55|0.28|0.69|0.41|0.08
74441|834|79|2|1|11.68|0.24|0.75|0.97|0.02|49400.0|2.0|9.51|0.26|0.65|0.03|0.01
74442|834|93|2|1|11.35|0.24|0.79|0.73|0.07|47380.0|2.0|13.47|0.26|0.63|0.42|0.06
74450|834|99|2|1|11.49|0.23|0.75|0.77|0.1|49400.0|2.0|10.57|0.25|0.67|0.38|0.09
74451|834|92|1|2|11.73|0.27|0.84|0.9|0.02|43740.0|2.0|12.28|0.31|0.8|0.14|0.01
74470|834|57|2|2|11.5|0.21|0.76|0.76|0.04|45570.0|2.0|9.95|0.21|0.67|0.29|0.03
74471|834|99|2|10|11.31|0.24|0.73|0.74|0.05|45320.0|2.0|11.37|0.24|0.66|0.34|0.03
74477|834|99|2|1|11.25|0.22|0.77|0.77|0.06|44200.0|2.0|10.48|0.22|0.5|0.3|0.05
74478|834|99|2|1|11.42|0.2|0.74|0.73|0.04|46350.0|2.0|10.83|0.2|0.68|0.38|0.03
74498|834|79|2|1|11.81|0.19|0.76|0.93|0.02|46800.0|3.0|11.98|0.18|0.56|0.04|0.01
74499|834|99|2|1|11.29|0.21|0.74|0.76|0.06|48410.0|2.0|10.76|0.22|0.56|0.34|0.05
74500|834|93|2|2|11.2|0.22|0.74|0.64|0.07|46680.0|2.0|10.72|0.22|0.51|0.34|0.08
74503|834|79|2|1|11.63|0.14|0.74|0.93|0.01|48410.0|3.0|10.93|0.13|0.89|0.04|0.01
74512|834|99|2|2|11.38|0.21|0.74|0.77|0.06|45990.0|2.0|10.36|0.21|0.65|0.33|0.03
74513|834|99|2|1|11.24|0.2|0.76|0.75|0.07|46800.0|2.0|10.84|0.21|0.65|0.38|0.04
74514|834|99|2|1|11.18|0.23|0.73|0.72|0.1|49440.0|2.0|10.49|0.23|0.67|0.32|0.07
74530|834|79|2|1|11.75|0.21|0.75|0.93|0.01|46800.0|2.0|12.82|0.22|0.62|0.04|0.01
74531|834|99|2|1|11.32|0.23|0.74|0.77|0.07|47380.0|2.0|10.77|0.24|0.67|0.43|0.05
74541|834|79|2|2|11.67|0.14|0.78|0.97|0.02|43220.0|2.0|12.95|0.14|0.93|0.03|0.01
74542|834|79|2|1|11.67|0.13|0.74|0.94|0.02|46920.0|2.0|15.01|0.14|1.03|0.03|0.01
74582|834|99|2|1|11.25|0.23|0.74|0.75|0.1|46800.0|2.0|9.86|0.23|0.54|0.3|0.06
74583|834|99|2|1|11.34|0.19|0.72|0.74|0.07|47380.0|2.0|11.44|0.18|0.53|0.39|0.04
74592|834|79|2|1|11.64|0.18|0.75|0.96|0.0|48100.0|2.0|11.78|0.17|0.7|0.03|0.01
74593|834|99|2|1|11.33|0.23|0.75|0.83|0.06|46350.0|2.0|11.27|0.23|0.63|0.42|0.04
74604|834|93|2|2|11.26|0.2|0.77|0.68|0.09|44110.0|2.0|11.22|0.19|0.54|0.31|0.08
74613|834|57|2|2|11.52|0.17|0.76|0.78|0.03|47320.0|2.0|10.03|0.16|0.44|0.26|0.03
74623|834|92|1|2|11.68|0.18|0.84|0.83|0.04|50340.0|2.0|10.93|0.17|0.46|0.31|0.03
74625|834|95|2|1|11.3|0.19|0.76|0.74|0.08|49400.0|2.0|10.72|0.19|0.55|0.38|0.07
74626|834|95|2|1|11.48|0.2|0.74|0.77|0.07|48410.0|2.0|10.66|0.2|0.52|0.35|0.07
74643|834|79|2|2|11.71|0.12|0.75|0.94|0.01|47520.0|3.0|10.64|0.11|0.77|0.03|0.01
74673|834|57|2|2|11.27|0.22|0.75|0.74|0.08|45600.0|2.0|11.78|0.21|0.62|0.36|0.06
74677|834|79|2|1|11.52|0.11|0.79|0.93|0.01|49400.0|3.0|9.83|0.1|0.58|0.03|0.01
74678|834|99|2|1|11.38|0.21|0.73|0.75|0.07|45320.0|2.0|10.58|0.21|0.65|0.42|0.05
74687|834|79|2|3|11.66|0.12|0.73|0.91|0.01|48410.0|2.0|10.49|0.11|0.64|0.03|0.01
74695|834|79|2|1|11.6|0.14|0.71|0.93|0.02|49400.0|3.0|11.1|0.13|0.81|0.04|0.01
74696|834|57|2|2|11.3|0.21|0.74|0.74|0.08|43490.0|2.0|10.68|0.21|0.65|0.42|0.06
74697|834|99|2|1|11.3|0.26|0.72|0.72|0.07|44290.0|2.0|10.72|0.27|0.66|0.43|0.05
74729|834|79|2|3|11.74|0.12|0.74|0.95|0.02|48050.0|3.0|12.38|0.12|0.69|0.03|0.01
74735|834|79|2|3|11.72|0.14|0.74|0.94|0.01|45320.0|3.0|11.22|0.15|0.56|0.03|0.01
74742|834|79|2|3|11.73|0.14|0.73|0.92|0.03|49450.0|2.0|11.61|0.13|0.88|0.02|0.01
74780|834|79|2|1|11.72|0.18|0.75|0.92|0.04|49400.0|3.0|12.27|0.17|0.66|0.03|0.03
74781|834|93|2|5|11.29|0.22|0.74|0.74|0.1|46350.0|2.0|10.64|0.22|0.61|0.34|0.09
74790|834|79|2|1|11.64|0.24|0.73|0.93|0.02|47360.0|2.0|13.17|0.24|0.71|0.03|0.01
74792|834|79|2|3|11.67|0.17|0.73|0.9|0.01|48120.0|3.0|11.97|0.16|0.64|0.02|0.01
74803|834|79|2|1|11.8|0.24|0.75|0.93|0.02|47360.0|2.0|9.62|0.23|0.64|0.02|0.01
74809|834|79|2|3|11.6|0.13|0.76|0.93|0.02|44370.0|2.0|12.03|0.13|0.69|0.04|0.01
74810|834|99|2|2|11.27|0.21|0.76|0.72|0.05|43800.0|2.0|11.89|0.21|0.61|0.44|0.03
74811|834|93|2|6|12.38|0.22|0.97|0.63|0.07|39000.0|2.0|11.8|0.21|0.66|0.51|0.04
74846|834|79|2|3|11.66|0.22|0.7|0.9|0.05|45920.0|2.0|10.38|0.22|0.76|0.46|0.02
74849|834|93|2|1|11.34|0.23|0.75|0.65|0.06|48410.0|2.0|11.19|0.23|0.72|0.53|0.03
74857|834|79|2|1|11.56|0.1|0.78|0.97|0.02|50320.0|3.0|12.23|0.1|0.61|0.08|0.01
74858|834|79|2|1|11.65|0.08|0.74|0.93|0.02|48960.0|3.0|11.91|0.08|0.61|0.05|0.01
74885|834|79|2|3|11.73|0.06|0.73|0.92|0.0|45210.0|2.0|11.1|0.07|0.57|0.1|0.01
74891|834|79|2|3|11.52|0.1|0.75|0.93|0.01|48410.0|3.0|9.27|0.1|0.63|0.03|0.01
74893|834|79|2|3|11.64|0.07|0.73|0.92|0.01|43680.0|2.0|10.96|0.07|0.31|0.04|0.01
74894|834|79|2|3|11.6|0.12|0.75|0.93|0.02|45670.0|3.0|3.51|0.26|1.03|0.01|0.01
74898|834|79|2|1|11.67|0.07|0.74|0.95|0.01|46800.0|2.0|10.93|0.08|0.55|0.04|0.01
74899|834|79|2|1|11.98|0.08|0.75|0.96|0.01|47380.0|2.0|10.53|0.08|0.53|0.04|0.01
74909|834|76|2|1|11.69|0.12|0.88|0.29|0.01|48100.0|2.0|10.85|0.12|0.64|0.04|0.01
74910|834|76|2|1|11.76|0.08|0.87|0.3|0.01|49440.0|2.0|10.94|0.08|0.58|0.04|0.01
74911|834|79|2|4|11.81|0.11|0.72|0.92|0.01|47400.0|2.0|12.45|0.12|0.65|0.04|0.01
74915|834|79|2|1|11.7|0.13|0.74|0.92|0.01|46920.0|2.0|11.33|0.12|0.67|0.03|0.01
74916|834|99|2|1|11.29|0.17|0.73|0.75|0.07|48410.0|2.0|10.31|0.17|0.76|0.44|0.04
74922|834|79|2|4|11.64|0.21|0.74|0.93|0.02|47400.0|3.0|9.55|0.21|0.73|0.03|0.01
74934|834|79|2|4|11.7|0.15|0.73|0.95|0.01|46575.0|3.0|9.68|0.16|0.69|0.02|0.01
74941|834|99|2|1|11.47|0.15|0.73|0.74|0.01|46920.0|2.0|11.34|0.15|0.53|0.03|0.01
74952|834|99|2|2|11.26|0.18|0.73|0.73|0.05|45210.0|2.0|11.57|0.17|0.73|0.46|0.03
74953|834|99|2|1|11.3|0.17|0.73|0.73|0.08|46800.0|2.0|10.51|0.16|0.75|0.48|0.05
74954|834|99|2|11|11.74|0.17|0.73|0.94|0.03|54590.0|2.0|10.65|0.15|0.67|0.48|0.01
74992|834|79|2|1|11.66|0.19|0.73|0.92|0.01|45500.0|2.0|10.19|0.18|0.66|0.03|0.01
74993|834|79|2|1|11.74|0.16|0.73|0.94|0.01|47380.0|2.0|13.44|0.14|0.78|0.03|0.01
75000|834|76|2|1|11.75|0.17|0.89|0.29|0.02|44290.0|2.0|10.37|0.16|0.67|0.03|0.01
75001|834|79|2|3|11.62|0.14|0.72|0.93|0.01|41560.0|2.0|10.32|0.13|0.55|0.03|0.01
75016|834|99|2|1|11.29|0.2|0.72|0.75|0.13|48100.0|2.0|10.08|0.19|0.68|0.44|0.12
75025|834|93|2|7|11.34|0.22|0.72|0.93|0.09|46200.0|2.0|10.59|0.22|0.67|0.4|0.07
75046|834|99|2|3|11.34|0.22|0.75|0.92|0.09|43550.0|3.0|11.18|0.21|0.62|0.35|0.06
75056|834|79|2|4|11.75|0.17|0.74|0.96|0.02|41730.0|3.0|11.53|0.16|0.7|0.03|0.01
75088|834|79|2|3|11.74|0.19|0.74|0.97|0.02|45320.0|3.0|12.25|0.19|0.56|0.03|0.01
75097|834|79|2|3|11.74|0.17|0.74|0.92|0.02|45350.0|2.0|10.87|0.17|0.66|0.06|0.01
75099|834|93|2|6|12.32|0.22|0.91|0.66|0.1|50700.0|2.0|11.22|0.23|0.81|0.44|0.1
75118|834|79|2|1|11.91|0.15|0.74|0.94|0.14|48410.0|2.0|10.7|0.15|0.75|0.06|0.12
75119|834|93|2|2|11.29|0.22|0.75|0.66|0.16|43600.0|3.0|11.31|0.24|0.59|0.34|0.15
75120|834|99|2|1|11.2|0.23|0.71|0.73|0.1|47380.0|2.0|10.6|0.24|0.67|0.37|0.09
75137|834|79|2|1|11.73|0.18|0.72|0.94|0.03|48410.0|2.0|12.56|0.18|0.53|0.04|0.01
75139|834|93|2|2|11.17|0.23|0.75|0.65|0.13|44850.0|2.0|10.33|0.24|0.65|0.42|0.13
75148|834|57|2|2|11.41|0.19|0.71|0.74|0.06|43320.0|3.0|10.49|0.2|0.69|0.25|0.04
75150|834|99|2|6|11.41|0.19|0.73|0.93|0.12|45320.0|3.0|11.27|0.2|0.66|0.3|0.11
75161|834|79|2|1|11.61|0.16|0.72|0.93|0.02|47360.0|2.0|10.08|0.15|0.6|0.03|0.01
75181|834|57|2|2|11.33|0.19|0.74|0.75|0.08|50175.0|2.0|11.18|0.19|0.42|0.28|0.07
75188|834|79|2|1|11.58|0.15|0.72|0.92|0.03|46800.0|2.0|11.37|0.15|0.86|0.03|0.01
75189|834|99|2|6|11.42|0.18|0.71|0.9|0.11|49440.0|2.0|11.14|0.19|0.59|0.29|0.1
75195|834|79|2|1|11.74|0.14|0.7|0.91|0.01|48100.0|2.0|10.53|0.13|0.48|0.03|0.01
75197|834|57|2|2|11.4|0.21|0.74|0.76|0.06|45520.0|2.0|10.15|0.21|0.45|0.3|0.05
75206|834|79|2|1|11.65|0.19|0.73|0.94|0.02|47360.0|2.0|13.71|0.19|0.49|0.04|0.01
75215|834|79|2|3|11.8|0.16|0.73|0.92|0.01|43060.0|2.0|12.03|0.15|0.49|0.03|0.01
75225|834|93|2|2|11.35|0.23|0.74|0.66|0.06|47220.0|2.0|10.69|0.23|0.66|0.34|0.04
75226|834|99|2|6|11.47|0.21|0.75|0.92|0.08|48100.0|2.0|11.49|0.21|0.62|0.43|0.07
75227|834|99|2|6|11.38|0.25|0.73|0.95|0.07|47380.0|2.0|12.05|0.24|0.72|0.47|0.05
75236|834|93|2|8|11.3|0.23|0.72|0.65|0.1|50700.0|2.0|10.57|0.22|0.57|0.34|0.09
75247|834|99|2|1|11.32|0.19|0.77|0.77|0.06|47360.0|2.0|11.2|0.2|0.47|0.34|0.05
75255|834|99|2|12|11.25|0.2|0.76|0.84|0.06|48410.0|2.0|12.61|0.21|0.42|0.27|0.05
75266|834|93|2|9|11.18|0.23|0.74|0.73|0.11|46800.0|2.0|11.37|0.25|0.6|0.27|0.11
75277|834|79|2|1|11.6|0.23|0.73|0.93|0.01|48100.0|3.0|10.84|0.24|0.63|0.03|0.01
75278|834|93|2|6|12.28|0.25|0.95|0.63|0.11|49440.0|2.0|10.96|0.26|0.78|0.3|0.09
75281|834|79|2|3|11.76|0.15|0.72|0.92|0.01|47380.0|2.0|10.67|0.15|0.68|0.03|0.01
75286|834|93|2|2|11.2|0.19|0.74|0.67|0.01|51290.0|2.0|9.64|0.18|0.69|0.03|0.01
75290|834|79|2|1|11.56|0.21|0.71|0.92|0.1|47360.0|2.0|10.22|0.21|0.48|0.05|0.1
75298|834|79|2|3|11.69|0.2|0.73|0.93|0.03|45740.0|3.0|10.41|0.2|0.56|0.03|0.02
75299|834|79|2|1|11.83|0.19|0.75|0.94|0.02|49840.0|2.0|10.3|0.2|0.58|0.03|0.01
75309|834|99|2|6|11.34|0.23|0.73|0.91|0.15|46800.0|2.0|10.0|0.23|0.73|0.3|0.13
75310|834|99|2|6|11.32|0.2|0.75|0.95|0.11|47380.0|2.0|11.11|0.21|0.64|0.32|0.09
75320|834|57|2|6|11.21|0.21|0.73|0.91|0.07|48350.0|2.0|9.91|0.21|0.62|0.27|0.06
75321|834|79|2|1|11.71|0.14|0.74|0.94|0.04|46800.0|2.0|10.48|0.14|0.67|0.15|0.03
75322|834|99|2|6|11.34|0.2|0.72|0.93|0.1|47380.0|2.0|11.44|0.2|0.74|0.33|0.11
75323|834|99|2|2|11.33|0.21|0.74|0.73|0.11|43700.0|2.0|10.54|0.22|0.67|0.34|0.1
75328|834|76|2|1|11.82|0.12|0.91|0.3|0.04|48410.0|2.0|10.84|0.13|0.67|0.09|0.02
75332|834|99|2|1|11.2|0.12|0.74|0.78|0.04|47780.0|2.0|11.28|0.13|0.65|0.15|0.02
75343|834|79|2|1|11.56|0.15|0.73|0.92|0.01|42580.0|3.0|10.85|0.16|0.55|0.03|0.01
75344|834|99|2|1|11.27|0.19|0.76|0.74|0.09|49570.0|2.0|10.11|0.2|0.75|0.28|0.09
75353|834|79|2|1|11.6|0.26|0.73|0.96|0.02|46800.0|3.0|14.6|0.25|0.81|0.04|0.01
75356|834|93|2|2|11.26|0.19|0.79|0.65|0.13|48110.0|2.0|10.31|0.18|0.83|0.33|0.1
75364|834|79|2|1|11.69|0.17|0.73|0.94|0.03|50700.0|2.0|10.92|0.16|0.5|0.03|0.01
75387|834|76|2|1|11.55|0.18|0.87|0.3|0.01|48810.0|2.0|11.66|0.18|0.85|0.05|0.01
75394|834|99|2|13|11.32|0.18|0.72|0.76|0.06|51500.0|2.0|11.12|0.15|0.56|0.26|0.06
75404|834|57|2|2|11.49|0.21|0.78|0.79|0.09|43800.0|2.0|10.75|0.22|0.69|0.44|0.07
