HeatNo|QualNo|CustID|CustVer|InternalVer|Cr_Final|Ni_Final|Mo_Final|V_Final|W_Final|TotalIngotsWeight|Last_EOP|Cr_Last_EOP|Ni_Last_EOP|Mo_Last_EOP|V_Last_EOP|W_Last_EOP
94234|834|75|2|3|11.53|0.14|0.74|0.94|0.03|48640.0|2.0|10.42|0.14|0.52|0.18|0.03
94239|834|99|2|38|11.2|0.16|0.77|0.76|0.03|49440.0|2.0|10.72|0.17|0.67|0.34|0.03
94268|834|57|3|1|11.51|0.15|0.76|0.78|0.02|50400.0|2.0|11.18|0.14|0.36|0.26|0.02
94269|834|84|2|1|11.48|0.17|0.74|0.75|0.03|48410.0|2.0|10.33|0.17|0.37|0.25|0.03
94280|834|99|2|1|11.4|0.15|0.76|0.77|0.02|47360.0|2.0|10.08|0.15|0.49|0.19|0.02
94281|834|99|2|13|11.5|0.16|0.73|0.77|0.04|49000.0|2.0|10.82|0.16|0.66|0.3|0.03
94282|834|57|3|3|11.32|0.17|0.73|0.75|0.03|48000.0|2.0|10.8|0.17|0.62|0.26|0.02
94283|834|55|2|2|11.45|0.19|0.73|0.75|0.02|42380.0|2.0|10.58|0.19|0.61|0.23|0.01
94284|834|99|2|2|11.31|0.17|0.73|0.75|0.03|48000.0|2.0|10.51|0.18|0.67|0.24|0.02
94290|834|99|2|38|11.45|0.17|0.74|0.77|0.03|48160.0|2.0|11.27|0.17|0.52|0.27|0.02
94291|834|75|2|4|11.62|0.16|0.74|0.75|0.03|48410.0|2.0|10.99|0.17|0.48|0.25|0.01
94300|834|57|3|3|11.33|0.14|0.76|0.76|0.02|46950.0|2.0|9.86|0.14|0.46|0.24|0.02
94312|834|57|3|42|11.34|0.16|0.73|0.74|0.03|48410.0|3.0|11.07|0.17|0.75|0.29|0.02
94321|834|57|3|40|11.53|0.14|0.81|0.96|0.02|44445.0|2.0|9.28|0.16|0.72|0.35|0.02
94334|834|92|1|35|11.54|0.13|0.84|0.92|0.02|43800.0|2.0|11.43|0.12|0.52|0.23|0.01
94335|834|57|3|3|11.27|0.15|0.74|0.75|0.02|48000.0|3.0|10.29|0.14|0.47|0.26|0.01
94336|834|57|3|3|11.27|0.16|0.74|0.72|0.02|44470.0|2.0|0.0|0.0|0.0|0.0|0.0
94337|834|55|2|14|11.32|0.18|0.73|0.73|0.02|44440.0|2.0|10.64|0.17|0.52|0.16|0.01
94338|834|57|3|1|11.19|0.17|0.74|0.73|0.02|43260.0|2.0|10.35|0.17|0.72|0.22|0.01
94339|834|57|3|1|11.43|0.16|0.74|0.73|0.02|50050.0|2.0|9.52|0.14|0.46|0.27|0.01
94340|834|57|3|3|11.3|0.13|0.72|0.74|0.02|45630.0|3.0|10.18|0.12|0.63|0.17|0.01
94346|834|99|2|50|11.28|0.13|0.73|0.74|0.02|48000.0|3.0|11.26|0.13|0.72|0.3|0.01
94384|834|95|2|1|11.45|0.13|0.76|0.78|0.02|49440.0|2.0|11.07|0.12|0.43|0.24|0.01
94385|834|95|2|1|11.48|0.14|0.77|0.76|0.02|48410.0|2.0|10.18|0.13|0.65|0.25|0.01
94397|834|75|2|4|11.7|0.22|0.75|0.71|0.02|49440.0|2.0|10.18|0.2|0.55|0.23|0.01
94398|834|57|3|1|11.42|0.14|0.75|0.77|0.03|49440.0|2.0|11.55|0.14|0.68|0.29|0.01
94399|834|57|3|3|11.4|0.14|0.74|0.73|0.02|48000.0|3.0|11.38|0.14|0.42|0.31|0.01
94400|834|57|3|3|11.63|0.13|0.77|0.77|0.02|47650.0|2.0|11.58|0.13|0.47|0.32|0.01
94407|834|75|2|4|11.72|0.14|0.76|0.72|0.02|46350.0|2.0|9.98|0.13|0.54|0.27|0.01
94418|834|57|3|4|11.45|0.19|0.77|0.96|0.02|48440.0|3.0|10.51|0.17|0.62|0.21|0.01
94419|834|57|3|4|11.35|0.16|0.74|0.93|0.02|45995.0|2.0|11.5|0.15|0.69|0.21|0.01
94433|834|57|3|43|11.36|0.16|0.73|0.74|0.06|48000.0|2.0|10.24|0.15|0.48|0.29|0.09
94434|834|99|2|38|11.22|0.15|0.74|0.74|0.06|49000.0|2.0|10.16|0.15|0.67|0.24|0.09
94435|834|99|2|38|11.43|0.15|0.73|0.72|0.04|49440.0|2.0|10.7|0.15|0.73|0.24|0.07
94451|834|57|3|3|11.39|0.16|0.75|0.78|0.05|44500.0|3.0|10.73|0.17|0.47|0.31|0.08
94456|834|84|2|5|11.35|0.13|0.74|0.75|0.03|50400.0|3.0|10.4|0.14|0.39|0.26|0.06
94457|834|99|2|38|11.45|0.13|0.76|0.77|0.03|48410.0|2.0|10.63|0.13|0.41|0.37|0.07
94470|834|57|3|3|11.34|0.17|0.76|0.74|0.03|47300.0|2.0|10.89|0.17|0.44|0.25|0.05
94471|834|92|1|6|11.65|0.2|0.82|0.94|0.03|45720.0|2.0|10.58|0.21|0.56|0.37|0.05
94472|834|57|3|33|12.41|0.17|0.92|0.77|0.05|46350.0|3.0|10.72|0.18|0.77|0.31|0.07
94490|834|92|1|35|11.55|0.16|0.82|0.92|0.02|43010.0|3.0|11.04|0.17|0.78|0.3|0.03
94491|834|99|2|6|11.29|0.17|0.74|0.93|0.02|49000.0|2.0|10.26|0.16|0.64|0.27|0.03
94492|834|95|2|1|11.37|0.15|0.75|0.74|0.04|47380.0|2.0|9.67|0.14|0.45|0.25|0.03
94497|834|57|3|4|11.35|0.15|0.76|0.93|0.03|44370.0|2.0|10.9|0.15|0.52|0.34|0.02
94502|834|84|2|1|11.55|0.17|0.71|0.75|0.04|48410.0|2.0|8.81|0.16|0.48|0.2|0.04
94518|834|57|3|3|11.25|0.19|0.72|0.78|0.03|48000.0|2.0|10.91|0.19|0.51|0.38|0.02
94519|834|57|3|43|11.34|0.18|0.73|0.73|0.05|42600.0|2.0|10.39|0.17|0.66|0.4|0.05
94520|834|99|2|38|11.41|0.19|0.74|0.76|0.05|49000.0|2.0|10.03|0.19|0.63|0.37|0.04
94521|834|93|2|21|12.3|0.16|0.94|0.73|0.04|47380.0|3.0|10.36|0.16|0.87|0.38|0.02
94522|834|99|2|2|11.49|0.17|0.75|0.76|0.04|46130.0|2.0|10.72|0.16|0.58|0.39|0.03
94523|834|57|3|3|11.33|0.16|0.75|0.76|0.05|46040.0|2.0|11.12|0.15|0.57|0.42|0.03
94533|834|57|3|44|11.65|0.22|0.82|0.83|0.03|46740.0|2.0|9.66|0.21|0.54|0.24|0.03
94536|834|55|2|11|11.38|0.17|0.74|0.75|0.03|50400.0|2.0|10.41|0.16|0.57|0.35|0.02
94537|834|99|2|13|11.3|0.18|0.74|0.75|0.03|46350.0|3.0|10.51|0.18|0.69|0.37|0.02
94551|834|93|2|21|12.14|0.17|0.94|0.76|0.03|46350.0|2.0|11.39|0.19|0.6|0.28|0.02
94569|834|92|1|35|11.6|0.19|0.83|0.92|0.06|43800.0|2.0|10.39|0.19|0.58|0.29|0.02
94574|834|99|2|38|11.33|0.18|0.76|0.75|0.03|47360.0|2.0|9.92|0.19|0.7|0.4|0.01
94576|834|99|2|1|11.3|0.17|0.73|0.74|0.03|47380.0|2.0|10.64|0.17|0.54|0.34|0.03
94582|834|99|2|1|11.4|0.17|0.74|0.73|0.05|47360.0|2.0|9.7|0.17|0.61|0.31|0.05
94586|834|55|2|2|11.26|0.15|0.73|0.76|0.02|47670.0|2.0|10.51|0.15|0.48|0.31|0.02
94587|834|57|3|3|11.6|0.16|0.76|0.78|0.04|45220.0|2.0|10.39|0.15|0.65|0.31|0.03
94588|834|57|3|3|11.48|0.16|0.75|0.77|0.03|47710.0|2.0|10.24|0.16|0.7|0.32|0.03
94589|834|99|2|38|11.36|0.14|0.74|0.78|0.1|44930.0|2.0|10.64|0.14|0.58|0.33|0.12
94590|834|99|2|15|11.59|0.15|0.74|0.78|0.03|47380.0|2.0|11.13|0.15|0.69|0.32|0.02
94621|834|57|3|4|11.5|0.18|0.75|0.95|0.03|47420.0|3.0|11.06|0.18|0.66|0.35|0.06
94628|834|99|2|1|11.36|0.18|0.8|0.77|0.04|47380.0|2.0|10.48|0.17|0.76|0.23|0.06
94635|834|92|1|6|11.8|0.15|0.85|0.94|0.02|47120.0|2.0|10.86|0.13|0.72|0.27|0.02
94636|834|99|2|13|11.42|0.14|0.75|0.76|0.02|48520.0|2.0|10.99|0.12|0.64|0.26|0.02
94637|834|57|3|3|11.39|0.14|0.78|0.78|0.02|46660.0|2.0|10.31|0.13|0.62|0.35|0.03
94638|834|99|2|2|11.19|0.16|0.75|0.75|0.02|46950.0|2.0|9.86|0.15|0.62|0.33|0.02
94675|834|57|3|3|11.28|0.15|0.74|0.76|0.02|48000.0|2.0|9.75|0.16|0.64|0.24|0.02
94676|834|57|3|3|11.45|0.15|0.72|0.77|0.03|48000.0|2.0|11.29|0.16|0.63|0.27|0.02
94677|834|93|2|5|11.22|0.12|0.73|0.75|0.02|51820.0|3.0|10.51|0.12|0.63|0.29|0.01
94678|834|55|2|1|11.36|0.13|0.74|0.77|0.02|45320.0|2.0|9.49|0.11|0.47|0.27|0.01
94687|834|99|2|38|11.41|0.14|0.75|0.74|0.02|45960.0|2.0|11.05|0.12|0.59|0.29|0.02
94695|834|99|2|38|11.31|0.13|0.74|0.75|0.01|47380.0|3.0|11.59|0.12|0.43|0.24|0.01
94696|834|92|1|35|11.7|0.13|0.83|0.93|0.02|46000.0|2.0|10.08|0.11|0.72|0.3|0.01
94755|834|99|2|38|11.36|0.18|0.73|0.74|0.01|50400.0|2.0|9.97|0.16|0.75|0.2|0.02
94756|834|99|2|38|11.36|0.16|0.75|0.75|0.02|47360.0|2.0|10.21|0.15|0.39|0.23|0.03
94766|834|57|3|3|11.51|0.13|0.77|0.77|0.01|47650.0|2.0|10.46|0.11|0.51|0.2|0.01
94775|834|57|3|3|11.45|0.12|0.73|0.74|0.01|43800.0|2.0|10.39|0.12|0.62|0.2|0.02
94776|834|57|3|1|11.35|0.12|0.74|0.75|0.01|49760.0|2.0|10.65|0.11|0.72|0.18|0.01
94777|834|57|3|1|11.31|0.14|0.76|0.73|0.02|47360.0|3.0|10.73|0.12|0.34|0.27|0.01
94803|834|56|1|3|12.36|0.15|0.94|0.75|0.02|48280.0|2.0|11.47|0.15|0.85|0.24|0.01
94804|834|99|2|38|11.35|0.14|0.75|0.75|0.02|48160.0|2.0|10.15|0.13|0.61|0.31|0.01
94812|834|57|3|3|11.56|0.15|0.74|0.76|0.12|45210.0|2.0|10.77|0.14|0.55|0.17|0.09
94813|834|57|3|3|11.42|0.15|0.77|0.76|0.05|46540.0|2.0|10.13|0.14|0.7|0.14|0.01
94816|834|99|2|2|11.53|0.16|0.76|0.74|0.03|48000.0|3.0|11.65|0.16|0.52|0.31|0.01
94817|834|57|3|1|11.41|0.14|0.78|0.78|0.02|45320.0|2.0|9.67|0.14|0.41|0.16|0.01
94818|834|57|3|1|11.48|0.14|0.73|0.74|0.02|48410.0|2.0|10.25|0.14|0.62|0.25|0.01
94819|834|57|3|3|11.35|0.15|0.74|0.74|0.04|45320.0|3.0|10.42|0.15|0.65|0.26|0.01
94836|834|57|3|3|11.4|0.13|0.78|0.78|0.01|48060.0|2.0|9.26|0.11|0.65|0.15|0.01
94868|834|99|2|1|11.4|0.15|0.73|0.75|0.04|49000.0|3.0|10.12|0.12|0.62|0.26|0.04
94869|834|99|2|51|12.41|0.15|0.93|0.76|0.03|47380.0|2.0|11.31|0.12|0.72|0.26|0.03
94870|834|57|3|45|11.59|0.16|0.82|0.82|0.02|46160.0|2.0|10.38|0.13|0.53|0.32|0.01
94871|834|57|3|3|11.48|0.16|0.75|0.77|0.02|46960.0|2.0|11.52|0.14|0.64|0.29|0.02
94877|834|57|3|45|11.71|0.16|0.82|0.82|0.02|44550.0|2.0|10.38|0.13|0.57|0.28|0.01
94901|834|92|1|13|11.8|0.17|0.74|0.97|0.04|48280.0|2.0|11.14|0.16|0.71|0.28|0.03
94927|834|57|3|1|11.6|0.15|0.74|0.76|0.02|48280.0|2.0|11.33|0.13|0.67|0.28|0.01
94928|834|99|2|2|11.42|0.15|0.75|0.77|0.03|46590.0|2.0|11.57|0.15|0.66|0.34|0.03
94929|834|57|3|46|11.8|0.15|0.87|0.76|0.03|46660.0|2.0|10.81|0.14|0.61|0.33|0.03
94939|834|57|3|43|11.3|0.15|0.75|0.76|0.03|48000.0|1.0|10.3|0.15|0.49|0.33|0.05
94940|834|57|3|1|11.47|0.19|0.77|0.8|0.03|49000.0|2.0|10.6|0.18|0.52|0.35|0.03
94941|834|57|3|1|11.33|0.14|0.75|0.75|0.03|47380.0|2.0|11.17|0.13|0.57|0.43|0.02
94958|834|57|3|9|11.35|0.17|0.77|0.76|0.05|45320.0|3.0|11.44|0.14|0.46|0.25|0.05
94959|834|57|3|9|11.45|0.13|0.75|0.77|0.04|51430.0|2.0|9.46|0.12|0.39|0.23|0.05
94960|834|57|3|3|11.39|0.15|0.75|0.75|0.03|45870.0|2.0|10.06|0.14|0.46|0.24|0.03
94961|834|71|1|2|11.71|0.15|0.82|0.84|0.03|48000.0|2.0|9.98|0.14|0.43|0.22|0.03
94976|834|56|1|4|11.39|0.13|0.72|0.75|0.06|50400.0|2.0|9.66|0.12|0.62|0.18|0.06
94977|834|99|2|38|11.18|0.15|0.73|0.74|0.03|46350.0|2.0|10.48|0.14|0.57|0.18|0.03
94992|834|99|2|38|11.31|0.21|0.73|0.76|0.05|47360.0|3.0|11.41|0.2|0.51|0.16|0.06
94993|834|57|3|1|11.35|0.16|0.72|0.75|0.03|47380.0|2.0|10.35|0.14|0.73|0.19|0.03
94999|834|57|3|1|11.49|0.17|0.75|0.75|0.04|47600.0|2.0|10.46|0.15|0.5|0.19|0.04
95000|834|99|2|38|11.39|0.13|0.74|0.76|0.05|47380.0|2.0|10.74|0.13|0.67|0.25|0.06
95001|834|57|3|4|11.54|0.13|0.74|0.93|0.02|48700.0|2.0|9.8|0.11|0.43|0.28|0.03
95023|834|57|3|1|11.35|0.11|0.73|0.75|0.07|47360.0|2.0|9.89|0.1|0.72|0.27|0.08
95031|834|57|3|3|11.47|0.14|0.77|0.77|0.02|47650.0|3.0|11.21|0.13|0.69|0.2|0.01
95032|834|84|2|1|11.43|0.16|0.71|0.75|0.02|47380.0|2.0|10.2|0.15|0.71|0.19|0.01
95033|834|99|2|38|11.38|0.12|0.75|0.78|0.04|48410.0|2.0|10.68|0.11|0.4|0.21|0.03
95038|834|57|3|1|11.35|0.14|0.74|0.78|0.02|49440.0|2.0|9.81|0.13|0.66|0.18|0.01
95039|834|99|2|38|11.4|0.15|0.74|0.75|0.02|47380.0|2.0|0.0|0.0|0.0|0.0|0.0
95040|834|99|2|2|11.42|0.12|0.74|0.76|0.03|48000.0|2.0|11.32|0.12|0.8|0.16|0.02
95041|834|57|3|3|11.41|0.13|0.77|0.77|0.03|48020.0|2.0|11.59|0.12|0.48|0.23|0.01
95045|834|57|3|3|11.3|0.11|0.75|0.76|0.02|45130.0|2.0|10.08|0.1|0.64|0.18|0.02
95050|834|57|3|1|11.45|0.14|0.71|0.76|0.04|46920.0|2.0|10.58|0.13|0.6|0.19|0.04
95061|834|57|3|1|11.5|0.13|0.74|0.76|0.05|47380.0|2.0|10.09|0.12|0.37|0.19|0.08
95073|834|57|3|4|11.32|0.14|0.77|0.95|0.11|43800.0|3.0|10.27|0.13|0.58|0.2|0.13
95075|834|66|1|4|12.25|0.14|0.93|0.74|0.03|48280.0|2.0|11.58|0.14|0.3|0.19|0.04
95078|834|57|3|3|11.38|0.17|0.71|0.74|0.03|46950.0|2.0|10.18|0.15|0.64|0.13|0.04
95080|834|57|3|30|11.39|0.12|0.76|0.79|0.04|44340.0|2.0|10.56|0.12|0.6|0.16|0.06
95126|834|95|2|4|11.36|0.16|0.76|0.76|0.03|47600.0|2.0|10.14|0.15|0.45|0.22|0.04
95127|834|95|2|1|11.3|0.17|0.73|0.75|0.02|47380.0|2.0|10.08|0.16|0.56|0.21|0.02
95128|834|57|3|3|11.4|0.18|0.78|0.77|0.02|43700.0|2.0|9.82|0.16|0.55|0.22|0.01
95135|834|57|3|3|11.39|0.16|0.75|0.76|0.04|48020.0|2.0|10.86|0.16|0.55|0.18|0.07
95136|834|99|2|2|11.38|0.15|0.77|0.76|0.03|42380.0|2.0|10.75|0.14|0.61|0.23|0.07
95137|834|99|2|1|11.36|0.14|0.77|0.77|0.04|49440.0|2.0|11.33|0.14|0.6|0.24|0.07
95149|834|92|1|37|11.68|0.14|0.84|0.82|0.01|46700.0|2.0|9.26|0.13|0.42|0.21|0.01
95150|834|99|2|1|11.36|0.25|0.75|0.76|0.02|47360.0|2.0|9.69|0.26|0.61|0.24|0.03
95151|834|99|2|48|11.36|0.15|0.74|0.75|0.02|49440.0|2.0|8.81|0.13|0.74|0.24|0.02
95173|834|55|2|2|11.39|0.13|0.73|0.73|0.02|43700.0|3.0|11.0|0.12|0.63|0.22|0.03
95176|834|66|1|4|12.33|0.19|0.95|0.74|0.02|49440.0|2.0|10.9|0.18|0.57|0.29|0.01
95198|834|57|3|4|11.7|0.14|0.78|0.92|0.02|43880.0|3.0|11.64|0.16|0.58|0.34|0.01
95202|834|92|1|37|11.57|0.26|0.81|0.87|0.02|45640.0|2.0|10.09|0.25|0.75|0.29|0.01
95203|834|99|2|2|11.75|0.22|0.72|0.79|0.03|44530.0|2.0|11.07|0.2|0.6|0.38|0.02
95205|834|95|2|4|11.34|0.14|0.74|0.74|0.04|48410.0|2.0|9.91|0.14|0.78|0.33|0.02
95213|834|57|3|3|11.73|0.15|0.77|0.75|0.03|43740.0|2.0|10.78|0.14|0.48|0.31|0.03
95214|834|57|3|3|11.25|0.14|0.78|0.76|0.02|46950.0|3.0|10.49|0.14|0.48|0.22|0.02
95220|834|99|2|1|11.33|0.13|0.74|0.76|0.03|50400.0|2.0|10.16|0.13|0.63|0.17|0.03
95221|834|95|2|1|11.3|0.16|0.75|0.75|0.04|46350.0|2.0|10.81|0.16|0.76|0.19|0.02
95228|834|93|2|22|11.25|0.15|0.74|0.72|0.03|49000.0|2.0|10.75|0.14|0.62|0.19|0.03
95229|834|95|2|1|11.53|0.14|0.77|0.76|0.03|47380.0|2.0|10.25|0.13|0.63|0.22|0.02
95230|834|55|2|2|11.37|0.14|0.78|0.75|0.02|46950.0|2.0|11.3|0.13|0.65|0.29|0.02
95248|834|99|2|1|11.31|0.14|0.74|0.75|0.02|47360.0|2.0|9.61|0.13|0.68|0.18|0.01
95249|834|99|2|1|11.64|0.13|0.74|0.76|0.02|49440.0|2.0|11.11|0.12|0.71|0.23|0.01
95250|834|99|2|2|11.36|0.13|0.72|0.78|0.02|45490.0|2.0|10.76|0.13|0.43|0.31|0.02
95265|834|93|2|2|11.33|0.13|0.76|0.65|0.08|45220.0|3.0|10.19|0.12|0.66|0.32|0.09
95266|834|57|3|30|11.44|0.13|0.76|0.76|0.07|47300.0|3.0|0.0|0.0|0.0|0.0|0.0
95267|834|92|1|13|11.7|0.14|0.74|0.94|0.05|45960.0|2.0|10.13|0.13|0.5|0.29|0.05
95280|834|99|2|2|11.32|0.16|0.75|0.77|0.02|47650.0|3.0|10.16|0.15|0.61|0.25|0.02
95294|834|99|2|50|11.4|0.13|0.76|0.74|0.02|46950.0|3.0|9.79|0.12|0.65|0.25|0.02
95302|834|99|2|48|11.37|0.14|0.72|0.74|0.03|47360.0|2.0|9.77|0.14|0.51|0.15|0.03
95303|834|99|2|38|11.36|0.17|0.8|0.76|0.02|47120.0|3.0|11.27|0.17|0.42|0.26|0.03
95307|834|57|3|4|11.42|0.16|0.76|0.96|0.07|49440.0|2.0|9.99|0.17|0.45|0.27|0.1
95317|834|56|1|5|11.43|0.13|0.76|0.74|0.03|47080.0|2.0|10.37|0.13|0.45|0.27|0.01
95318|834|57|3|9|11.4|0.13|0.74|0.76|0.04|48730.0|2.0|10.5|0.13|0.64|0.26|0.03
95326|834|57|3|3|11.29|0.14|0.75|0.74|0.05|48030.0|3.0|10.38|0.14|0.39|0.27|0.05
95345|834|71|1|3|11.45|0.15|0.75|0.75|0.03|48000.0|2.0|10.9|0.14|0.35|0.24|0.05
95354|834|99|2|38|11.3|0.16|0.76|0.76|0.03|48410.0|2.0|9.97|0.14|0.81|0.21|0.02
95355|834|99|2|38|11.4|0.14|0.76|0.76|0.02|45960.0|2.0|9.59|0.13|0.42|0.24|0.01
95364|834|57|3|3|11.49|0.14|0.78|0.78|0.02|45150.0|2.0|10.5|0.13|0.37|0.2|0.01
95383|834|57|3|4|11.46|0.15|0.74|0.93|0.02|43820.0|2.0|10.83|0.16|0.6|0.22|0.01
95391|834|92|1|33|11.58|0.26|0.75|0.94|0.02|46900.0|3.0|10.87|0.27|0.68|0.22|0.02
95392|834|57|3|47|11.35|0.18|0.76|0.76|0.04|47360.0|2.0|10.95|0.18|0.57|0.29|0.05
95393|834|84|2|1|11.48|0.18|0.76|0.76|0.04|50400.0|2.0|10.01|0.17|0.52|0.31|0.04
95414|834|99|2|2|11.42|0.14|0.74|0.75|0.02|46950.0|2.0|10.41|0.14|0.6|0.3|0.04
95415|834|99|2|3|11.4|0.14|0.74|0.93|0.03|46120.0|2.0|9.95|0.14|0.6|0.29|0.05
95418|834|95|2|4|11.4|0.14|0.74|0.76|0.02|48410.0|2.0|9.54|0.14|0.7|0.22|0.01
95419|834|84|2|1|11.38|0.14|0.74|0.75|0.03|48410.0|2.0|9.89|0.14|0.67|0.22|0.01
95420|834|57|3|3|11.45|0.14|0.74|0.76|0.03|48000.0|2.0|10.58|0.14|0.63|0.24|0.01
95421|834|71|1|3|11.38|0.14|0.77|0.76|0.03|44400.0|2.0|10.99|0.14|0.68|0.28|0.01
95443|834|57|3|1|11.37|0.17|0.73|0.72|0.02|49000.0|3.0|9.67|0.15|0.7|0.24|0.01
95444|834|99|2|15|11.3|0.15|0.76|0.74|0.02|48410.0|2.0|0.0|0.0|0.0|0.0|0.0
95445|834|57|3|48|11.6|0.17|0.74|0.94|0.02|48000.0|2.0|10.63|0.15|0.67|0.25|0.01
95446|834|67|1|2|11.61|0.14|0.75|0.76|0.02|46950.0|2.0|11.42|0.12|0.69|0.3|0.01
95466|834|99|2|3|11.32|0.2|0.74|0.91|0.02|43800.0|2.0|10.09|0.18|0.64|0.3|0.01
95467|834|92|1|35|11.53|0.16|0.81|0.9|0.02|43800.0|2.0|10.27|0.15|0.75|0.35|0.01
95493|834|99|2|2|11.35|0.16|0.76|0.76|0.02|46950.0|2.0|10.43|0.14|0.42|0.2|0.02
95494|834|99|2|2|11.34|0.2|0.74|0.77|0.02|48000.0|2.0|10.21|0.19|0.58|0.23|0.02
95505|834|93|2|2|11.31|0.12|0.72|0.64|0.06|46950.0|2.0|10.11|0.14|0.59|0.2|0.06
95506|834|57|3|3|11.56|0.13|0.77|0.76|0.03|44400.0|2.0|11.01|0.13|0.58|0.25|0.02
95507|834|99|2|2|11.43|0.12|0.74|0.76|0.02|48830.0|2.0|10.55|0.13|0.71|0.26|0.02
95508|834|99|2|48|11.45|0.15|0.76|0.75|0.04|48160.0|2.0|10.8|0.17|0.66|0.25|0.05
95509|834|99|2|38|11.33|0.13|0.75|0.76|0.03|49440.0|2.0|10.63|0.15|0.61|0.23|0.03
95517|834|99|2|1|11.41|0.13|0.75|0.79|0.02|48960.0|2.0|10.26|0.16|0.64|0.21|0.01
95518|834|99|2|38|11.29|0.13|0.76|0.79|0.02|49440.0|2.0|10.51|0.14|0.71|0.22|0.02
95554|834|99|2|1|11.57|0.17|0.74|0.76|0.03|47600.0|2.0|11.4|0.17|0.63|0.28|0.02
95555|834|84|2|1|11.38|0.16|0.73|0.75|0.02|48410.0|2.0|9.72|0.16|0.58|0.26|0.02
95561|834|57|3|4|11.35|0.17|0.75|0.96|0.03|48000.0|2.0|10.59|0.18|0.68|0.26|0.02
95564|834|99|2|3|11.35|0.17|0.74|0.94|0.05|48040.0|2.0|10.49|0.17|0.63|0.22|0.05
95586|834|99|2|38|11.47|0.15|0.78|0.77|0.03|48410.0|2.0|10.47|0.16|0.48|0.28|0.04
95587|834|57|3|1|11.5|0.15|0.76|0.76|0.03|48280.0|2.0|10.54|0.16|0.47|0.25|0.03
95589|834|99|2|1|11.4|0.16|0.77|0.76|0.02|47600.0|3.0|10.4|0.16|0.34|0.22|0.02
95590|834|57|3|1|11.4|0.12|0.75|0.74|0.02|48410.0|2.0|9.49|0.12|0.38|0.23|0.01
95603|834|99|2|1|11.37|0.14|0.74|0.74|0.02|48410.0|2.0|10.47|0.14|0.64|0.15|0.01
95604|834|57|3|1|11.16|0.12|0.76|0.74|0.02|46350.0|2.0|10.03|0.12|0.6|0.2|0.01
95619|834|99|2|2|11.4|0.3|0.77|0.76|0.01|46110.0|3.0|9.42|0.32|0.11|0.09|0.01
95623|834|57|3|1|11.55|0.16|0.78|0.77|0.02|47380.0|2.0|10.95|0.16|0.64|0.24|0.02
95624|834|99|2|1|11.33|0.14|0.74|0.76|0.02|48410.0|2.0|10.3|0.14|0.53|0.22|0.02
95625|834|63|1|3|11.65|0.13|0.84|0.93|0.02|43820.0|2.0|10.52|0.13|0.58|0.21|0.01
95628|834|57|3|46|11.61|0.13|0.86|0.75|0.01|46950.0|2.0|11.05|0.13|0.68|0.31|0.01
95644|834|93|2|5|11.29|0.16|0.74|0.74|0.05|47120.0|2.0|10.15|0.15|0.59|0.21|0.05
95645|834|62|1|3|12.03|0.16|0.9|0.75|0.03|44400.0|2.0|11.6|0.16|0.69|0.37|0.02
95646|834|57|3|3|11.31|0.16|0.76|0.76|0.04|45440.0|2.0|10.48|0.16|0.45|0.32|0.03
95650|834|99|2|38|11.3|0.15|0.74|0.76|0.03|46920.0|2.0|10.06|0.15|0.68|0.22|0.01
95651|834|99|2|1|11.4|0.13|0.79|0.75|0.02|48410.0|2.0|11.17|0.13|0.41|0.25|0.01
95672|834|62|1|3|11.82|0.14|0.89|0.71|0.02|47300.0|2.0|10.99|0.15|0.64|0.24|0.06
95673|834|99|2|38|11.33|0.15|0.74|0.76|0.04|48410.0|2.0|11.02|0.15|0.58|0.22|0.1
95674|834|74|1|4|11.39|0.16|0.73|0.93|0.02|50720.0|2.0|10.16|0.17|0.65|0.27|0.07
95678|834|99|2|2|11.45|0.3|0.77|0.75|0.04|46090.0|2.0|10.59|0.32|0.56|0.29|0.08
95679|834|93|2|24|11.46|0.21|0.77|0.79|0.03|47300.0|3.0|10.4|0.23|0.47|0.26|0.08
95703|834|57|3|4|11.42|0.16|0.75|0.96|0.05|45180.0|2.0|10.01|0.15|0.64|0.28|0.06
95704|834|92|1|28|11.6|0.17|0.82|0.84|0.04|48280.0|2.0|10.16|0.16|0.81|0.3|0.04
95716|834|57|3|4|11.49|0.13|0.73|0.92|0.04|49440.0|2.0|10.1|0.14|0.66|0.26|0.05
95717|834|99|2|38|11.39|0.21|0.76|0.75|0.03|50400.0|2.0|10.2|0.2|0.66|0.32|0.03
95718|834|99|2|38|11.43|0.16|0.77|0.77|0.03|49440.0|2.0|10.89|0.15|0.55|0.34|0.04
95727|834|57|3|4|11.4|0.16|0.74|0.92|0.04|49140.0|2.0|10.31|0.15|0.67|0.29|0.05
95758|834|99|2|2|11.4|0.19|0.74|0.76|0.03|43720.0|2.0|10.75|0.19|0.67|0.27|0.03
95759|834|99|2|38|11.47|0.21|0.76|0.77|0.05|46350.0|2.0|9.93|0.2|0.81|0.23|0.06
95768|834|92|1|38|11.55|0.14|0.83|0.83|0.02|45920.0|2.0|10.16|0.15|0.76|0.22|0.02
95769|834|99|2|38|11.25|0.15|0.74|0.75|0.03|47380.0|2.0|10.65|0.16|0.6|0.27|0.03
95786|834|99|2|38|11.16|0.16|0.73|0.73|0.02|50400.0|2.0|10.0|0.15|0.68|0.31|0.02
